Rumor,Lable,sentiment
".No surprise here? China, Nike Team Up With Forced Labor.
","political/bias
",Negative-Surprise
"He did NOT call it a hoax. Stop watching its bad for your brain.
","political/bias
",Negative-Anger
"🇰🇬Agent trump, ever the narcissistic sociopath, won’t shed a single tear for a single victim of the coronavirus. 😑.
","political/bias
",Negative-Sadness
"Lies, Damned Lies, and Coronavirus Infection Numbers — Propaganda Watch.
","conspiracy
",Negative-Fear
"Attention POTUS #ThesePeopleAreSick #ThesePeopleAreEvil.
","political/bias
",Negative-Anger
"White House Pledge To Deliver 1 Million Coronavirus Tests By Friday Might Be 922,500 Short.
","conspiracy
",Negative-Sadness
"Australian Officials Admit it’s Now Impossible to Keep Coronavirus Out of Country.
","conspiracy
",Negative-Sadness
"Theyre Flying It In! - Canadians Furious At Trudeau Government Refuses To Stop Travelers From Iran.
","conspiracy
",Negative-Sadness
"Ignore what Donald Trump says about the coronavirus, and do what these experts are saying instead.
","political/bias
",Neutral-Neutral
"Democrat Councilwoman Shows Support For Leftists Wanting To Intentionally Spread Coronavirus To Trump Supporters.
","conspiracy
",Neutral-Neutral
"Shes CLEARLY a terrorist funded by OUR own government wheres OUR corrupt Ass .........
","political/bias
",Negative-Anger
"What Coronavirus? Bloomberg Licks Fingers, Rips Off Pizza Crust, Throws Back in Box.
","conspiracy
",Neutral-Neutral
"Cernovich Weighs In On Coronavirus.
","conspiracy
",Neutral-Neutral
"Florida Officials Identify Third ""Presumptive"" Coronavirus Case: Live Updates.
","conspiracy
",Neutral-Neutral
"Spending lots of time in China recently?
","conspiracy
",Negative-Fear
"And here is some more proof that liberalism is a mental disorder.
","political/bias
",Negative-Neutral
"Buckle up! People!! It could start to get interesting!! And not in a good way!!
","conspiracy
",Positive-Happiness
"Pandemic Proportions: #COVID-19 Is Starting To Spiral Out Of Control All Over The Globe.
","conspiracy
",Neutral-Fear
"zerohedge just ran a story on Iran and the Coronavirus (footage is unbelievable).
","conspiracy
",Neutral-Neutral
"shorter Trumpalumpa argument: “I got mine so FU” meanwhile back in reality.
","conspiracy
",Negative-Anger
"Did ⁦Stop Disclosing How Many Americans Are Being Tested For #Covid-19? - Live Updates.
","conspiracy
",Negative-Sadness
"Here is a New York Dr. Saying this VIRUS Could bust out at the seems By next week!! Do n…
","conspiracy
",Positive-Neutral
"More govt lies and ineptitude that will cause people do die #COVID19USA.
","conspiracy
",Negative-Fear
"Nothing To See Here - 98% Short Of Stated Test Kit Goal But Still Plugging Away ⁦.
","conspiracy
",Negative-Sadness
"Body count in IR4N is growing.
","conspiracy
",Negative-Neutral
"Are you serious?!?!? All about protesting the public and being prepared huh #Dems?
","political/bias
",Negative-Surprise/Anger
"A week ago, there were about 3,000 confirmed cases outside of China and now there are more than 10,000..
","conspiracy
",Negative-Fear
"Easy: we were best prepared to SPREAD IT.
","conspiracy
",Positive-Neutral
"The evidence keeps mounting.…
","conspiracy
",Negative-Neutral
"THE BEST AND THE BRIGHTEST: Trump Deranged Blue Checkmarks Get Punked By Obviously Fake Coronavirus…
","political/bias
",Positive-Happiness
"I’ll never buy another product and I’m actually ashamed I just purchased another MacBook.
","political/bias
",Negative-Anger
"Fed Cuts Rates by Half Due to Coronavirus.
","conspiracy
",Negative-Sadness
"why did the cdc recently stop reporting the number of tests being done?
","conspiracy
",Negative-Anger
"Great interview Cernovich Weighs In On Coronavirus.
","conspiracy
",Neutral-Neutral
"Oh Fuck!
","conspiracy
",Negative-Fear/Sadness
"Not that youre going t…
","political/bias
",Neutral-Neutral
"Maps Show Big Drop In China’s Air Pollution After Coronavirus Quarantine.
","conspiracy
",Neutral-Neutral
"The Bubble Boy for 2020 😂.
","conspiracy
",Positive-Happiness
"Is the potential""cure"" worse than the #coronvavirus?
","conspiracy
",Negative-Fear
"Corbett Report: Lies, damned lies, and Coronavirus Infection Numbers--#PropagandaWatch.
","conspiracy
",Negative-Fear
"So much for Coexist: #CommieBernieSanders and other leftists catcall Mike Pence for prayer to halt coronavirus.
","political/bias
",Negative-Sadness
"Get in the pod.
","conspiracy
",Neutral-Neutral
"Takin it up a notch.
","conspiracy
",Neutral-Neutral
"7th American Dies From Coronavirus In Suburban Seattle 3rd Case Confirmed In Florida: Live Updates.
","conspiracy
",Neutral-Neutral
"Read This RIGHT NOW!
","political/bias
",Neutral-Anger
"Heres a possible factor, but its taboo.
","political/bias
",Positive-Neutral
"Ty for getting rid of deadly NAFTA. Time to get rid of the Fed.
","conspiracy
",Neutral-Neutral
"10Y Treasury Yields Are Collapsing, Dow Down 1400 Points From Morning Highs Seems that…
","conspiracy
",Negative-Fear
"Grasping at straws. Trump is out. Next big problem Biden/Dems are in. Shit. No one worthy on horizon to lead.
","political/bias
",Negative-Sadness
"#Florida Officials Identify Third ""Presumptive"" #Coronavirus Case: Live Updates.
","conspiracy
",Neutral-Sadness
"Sabotaging Kabuls Multipolar Revolution With China And Russia.
","conspiracy
",Neutral-Neutral
"She seemsnice. All inclusive and all.
","political/bias
",Positive-Neutral
"the virus as scapegoat instead of the real culprit 5G.
","conspiracy
",Neutral-Neutral
"#covid19 #coronaVirus #SARS2-Covid19.
","conspiracy
",Neutral-Neutral
"Lol..Bubble suits on sale now.
","conspiracy
",Neutral-Happiness
"DoD Official Admits Covid-19 ""Likely"" To Be A Pandemic Within The Next 30 Days.
","conspiracy
",Neutral-Neutral
"✨ Coronavirus patient released “by mistake,” ...wanders through mall for two hours.
","conspiracy
",Negative-Fear
"Theres A Connection Between Coronavirus and 5G.
","conspiracy
",Neutral-Neutral
"BBC Publishes Leaked #Iran Footage Showing Bagged Bodies Of #Coronavirus Victims Piling Up #COVIDー19.
","conspiracy
",Neutral-Neutral
"DoD Official Admits Covid-19 ""Likely"" To Be A Pandemic Within The Next 30 Days - #zerohedge #FreeZero.
","conspiracy
",Neutral-Neutral
"No I know its a bioweapon.
","conspiracy
",Neutral-Neutral
"Just one moment in time of Korean Airlines Flights bringing 1000s into the U.S.around the clock. #coronavirus.
","conspiracy
",Negative-Fear/Sadness
"Humans are Awesome!
","conspiracy
",Positive-Happiness
"9th American Dies From Made-in-China-Xivirus in Washington State - How many died in Life Care so far?
","conspiracy
",Negative-Fear
"Who stands to gain from the death of innocence?
","conspiracy
",Negative-Sadness
"Has China rebounded? Read more here.
","conspiracy
",Neutral-Neutral
"HHS can’t do math, official claims 35 million masks is “10%” of needed amount of 3.5 billion (it’s actually just 1%).
","conspiracy
",Negative-Sadness
"Seattle Caregiver Denied Coronavirus Screening – Despite Showing All Symptoms.
","conspiracy
",Neutral-Fear
"Chuck Todd Gaslights America With Coronavirus Propaganda.
","conspiracy
",Neutral-Neutral
"This might help shed some light on it..
","conspiracy
",Neutral-Neutral
"Seems relevant: #Coronavirus.
","political/bias
",Neutral-Neutral
"Hey San Antonio, coronavirus patients are ""mistakenly"" released to go shop in your malls.
","conspiracy
",Negative-Fear
"Youve been hit by a smooth criminal.
","conspiracy
",Negative-Sadness
"As the Plot thickens.... 🤔.
","conspiracy
",Neutral-Sadness
"""Stock up now with zinc lozenges. These lozenges have been proven to be effective in block…
","political/bias
",Neutral-Neutral
"All of the Tylers at Zerohedge are banned from so i post relevant articles to sp…
","conspiracy
",Neutral-Neutral
"Trump has done a WAY better job managing this outbreak than Obama ever did.
","political/bias
",Positive-Happiness
"#Self-eliminating! How helpful! Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss.
","political/bias
",Very positive-Neutral
"World Bank Pledges $12 Billion To Combat Virus Outbreak.
","conspiracy
",Neutral-Neutral
"Upon A Shaky Foundation... Enter Covid-19.
","conspiracy
",Neutral-Neutral
"Keep It Simple and Question: Propaganda, Technology, and Coronavirus COVID-19.
","conspiracy
",Neutral-Neutral
"Bloomberg Licks Fingers, Rips Off Pizza Crust, Throws Back in Box What Coronavirus?
","conspiracy
",Negative-Fear
"US Death Toll Hits 9 As #Coronavirus Spreads To North Carolina: Live Updates.
","conspiracy
",Neutral-Neutral
"just a drop in the ocean. 12 B...everyday?.... World Bank Pledges $12 Billion To Combat Virus Outbreak.
","conspiracy
",Neutral-Neutral
"Too late Prepare?
","conspiracy
",Negative-Fear
"Unsurprisingly, Coronachan seems to like shrine-licking.
","conspiracy
",Negative-Sadness
"WHAT COULD GO WRONG? Coronavirus in Canada: Travellers from Iran report no screening at Toronto’s …
","political/bias
",Negative-Fear
"Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss: (The result of Inbreeding for thousands of years.).
","political/bias
",Neutral-Neutral
"Michael Bloomberg Flouts Coronavirus Guidelines, Touches Pizza, Licks Fingers, Touches Coffee Pot.
","political/bias
",Neutral-Neutral
"Leaked footage of an Iranian hospital...
","conspiracy
",Negative-Fear
"#Powell sparks panic in US equity markets. #coronavirus #Wuhanvirus #COVID19 #Trumpslump.
","conspiracy
",Negative-Fear
"World Bank Pledges $12 Billion To Combat Virus Outbreak - #zerohedge #FreeZero.
","conspiracy
",Neutral-Neutral
"Dr. Fauci is definitely not an alarmist, and for him to use the word “pandemic” is a major red flag.
","conspiracy
",Negative-Neutral
"U.S. military preparing to implement medical martial law due to coronavirus pandemic.
","conspiracy
",Neutral-Neutral
"BBC reporting they’re stacking corpses like cord wood in Iran.
","conspiracy
",Neutral-Neutral
"Coronavirus Not A Crisis. Are Media Spreading Panic To Get Trump?
","political/bias
",Negative-Fear
"US Death Toll Hits 9 As Virus Spreads To North Carolina Its been another crazy day...
","conspiracy
",Negative-Sadness
"Nancy Pelosi Stalls Coronavirus Bill to attack GOP and President Trump for mismanagement of the Corona Crisis.
","political/bias
",Neutral-Neutral
"World Bank Pledges $12 Billion To Combat Virus Outbreak WHO estimates that eac…
","conspiracy
",Neutral-Neutral
"#China Warns Of Looming ""Locust Invasion"" As #Coronavirus Outbreak Fades.
","conspiracy
",Neutral-Neutral
"It already is. They will just have the test results back by then.
","conspiracy
",Neutral-Neutral
"I am not a Trump fan, but she may or may not be doing it wrong.
","political/bias
",Neutral-Neutral
"I saw peeps I’ll after shaking Pense’s hand recently.
","conspiracy
",Neutral-Neutral
"Bombshell: Chinese Government ALSO Ran A Coronavirus Drill, In Wuhan — Exactly Where The Actual Outbreak Started.
","conspiracy
",Neutral-Neutral
"Mike Pence Wiped His Nose With His Hand Before Shaking Doctors Hands At Coronavirus Press Conference.
","conspiracy
",Neutral-Neutral
"Mike #Pence Wiped His Nose With His Hand Before Shaking Doctors Hands At #Coronavirus Press Conference #USA.
","conspiracy
",Neutral-Neutral
"WATCH: House GOP Leader Accuses Pelosi Of Stalling Coronavirus Bill So Dems Can Attack GOP.
","political/bias
",Neutral-Neutral
"Images From Space Reveal Drastic Fall in Pollution During Ongoing Quarantine in China.
","conspiracy
",Neutral-Neutral
"Coronavirus Becomes Latest Excuse for Mass Hysteria.
","political/bias
",Negative-Neutral
"Who on ZH trusts the BBC ? #Presstitutes.
","conspiracy
",Negative-Neutral
"I know, banned content... Still, to me this makes sense.
","conspiracy
",Positive-Neutral
"Upon A Shaky Foundation… Enter Covid-19.
","conspiracy
",Neutral-Neutral
"DoD Official Admits Covid-19 “Likely” To Be A Pandemic Within The Next 30 Days.
","conspiracy
",Neutral-Neutral
"When will that happen July 20th.
","conspiracy
",Neutral-Neutral
"White House Pledge To Deliver ‘1 Million Coronavirus Tests’ By Friday Might Be 922,500 Short.
","conspiracy
",Neutral-Neutral
"Coronavirus Not A Crisis. Is Media Spreading Panic To Get Trump?
","political/bias
",Negative-Fear
"Pentagon Source Says Army Preparing For 3 Million Coronavirus Casualties Over The Next 6 Months.
","conspiracy
",Neutral-Neutral
"This The Most Ferocious Zoo In China - Animals Roam Free and People Are Caged.
","conspiracy
",Neutral-Neutral
"This article 👇👇👇👇👇 #coronavirus h/t.
","conspiracy
",Very negative-Disgust
"FEMA Is Preparing For Coronavirus ""Emergency Declaration"".
","conspiracy
",Neutral-Neutral
"The New American Mobile.
","political/bias
",Neutral-Neutral
"... Ebola is damn near a death sent…
","conspiracy
",Very negative-Fear
"Afghanistan: Imams say Qur’an verses worn on clothes can prevent #coronavirus #covid_19.
","conspiracy
",Neutral-Neutral
"Best President ever !
","political/bias
",Very positive-Happiness
"Fewer In US Regard China Favorably Or As Leading Economy: Gallup.
","conspiracy
",Neutral-Neutral
"Majority Of Coronavirus Deaths Reported Outside China For First Time Since Outbreak Began: Live Updates.
","conspiracy
",Neutral-Neutral
"Trump Donates Entire Quarterly Salary To Combat Coronavirus.
","political/bias
",Positive-Happiness
"is determined to destroy our Country!!
","political/bias
",Negative-Fear/Sadness
"Hey ⁦, this might be another one of those moments to remember. Ya think?
","political/bias
",Positive-Happiness
"Fewer In US Regard #China Favorably Or As Leading Economy: Gallup - #zerohedge #FreeZero.
","conspiracy
",Neutral-Neutral
"FEMA Is Preparing For #Coronavirus ""Emergency Declaration"".
","conspiracy
",Neutral-Neutral
"It’s never ending with these people.
","political/bias
",Neutral-Neutral
"Coronavirus Still Discriminating—Reaches Italy, But Italians Also Vulnerable In 1918 Pandemic.
","political/bias
",Negative-Fear/Sadness
"Wow. You really did this huh?
","political/bias
",Positive-Surprise
"FEMA Is Preparing For Coronavirus “Emergency Declaration”.
","conspiracy
",Neutral-Neutral
"This is more likely than NOT.
","conspiracy
",Neutral-Neutral
"Hungary Seals Border, Warns Migrant Invasion Could Bring Coronavirus.
","conspiracy
",Neutral-Neutral
"Coronavirus vs. the Mass Surveillance State: Which Poses the Greater Threat?
","conspiracy
",Neutral-Neutral
"Trump Donates Entire Quarterly Salary To Combat Coronavirus *OurPresidentWithTheGenerousHeart.
","political/bias
",Positive-Happiness
"Isn’t ‘forced labor’ a euphemism for ‘slavery,’ ⁦.
","political/bias
",Negative-Sadness
